,Folds
1443,1.2.276.0.7230010.3.1.4.8323329.32001.1517875157.950380
1444,1.2.276.0.7230010.3.1.4.8323329.5684.1517875189.608347
1445,1.2.276.0.7230010.3.1.4.8323329.10439.1517875223.736606
1446,1.2.276.0.7230010.3.1.4.8323329.4959.1517875185.690583
1447,1.2.276.0.7230010.3.1.4.8323329.1354.1517875167.356575
1448,1.2.276.0.7230010.3.1.4.8323329.2831.1517875174.946949
1449,1.2.276.0.7230010.3.1.4.8323329.10733.1517875225.376542
1450,1.2.276.0.7230010.3.1.4.8323329.32519.1517875160.990399
1451,1.2.276.0.7230010.3.1.4.8323329.10876.1517875226.77522
1452,1.2.276.0.7230010.3.1.4.8323329.5420.1517875188.16237
1453,1.2.276.0.7230010.3.1.4.8323329.4770.1517875184.689071
1454,1.2.276.0.7230010.3.1.4.8323329.1463.1517875167.925674
1455,1.2.276.0.7230010.3.1.4.8323329.1161.1517875166.535594
1456,1.2.276.0.7230010.3.1.4.8323329.4504.1517875183.199124
1457,1.2.276.0.7230010.3.1.4.8323329.13950.1517875248.813770
1458,1.2.276.0.7230010.3.1.4.8323329.3396.1517875177.664532
1459,1.2.276.0.7230010.3.1.4.8323329.404.1517875162.798158
1460,1.2.276.0.7230010.3.1.4.8323329.13881.1517875248.456724
1461,1.2.276.0.7230010.3.1.4.8323329.10127.1517875222.232331
1462,1.2.276.0.7230010.3.1.4.8323329.545.1517875163.377721
1463,1.2.276.0.7230010.3.1.4.8323329.3358.1517875177.482999
1464,1.2.276.0.7230010.3.1.4.8323329.2575.1517875173.558460
1465,1.2.276.0.7230010.3.1.4.8323329.13764.1517875247.782446
1466,1.2.276.0.7230010.3.1.4.8323329.12927.1517875242.560557
1467,1.2.276.0.7230010.3.1.4.8323329.4164.1517875181.451664
1468,1.2.276.0.7230010.3.1.4.8323329.11679.1517875234.275199
1469,1.2.276.0.7230010.3.1.4.8323329.5261.1517875187.228543
1470,1.2.276.0.7230010.3.1.4.8323329.32763.1517875162.240215
1471,1.2.276.0.7230010.3.1.4.8323329.10953.1517875228.455240
1472,1.2.276.0.7230010.3.1.4.8323329.12018.1517875236.922009
1473,1.2.276.0.7230010.3.1.4.8323329.4930.1517875185.527701
1474,1.2.276.0.7230010.3.1.4.8323329.11249.1517875231.974659
1475,1.2.276.0.7230010.3.1.4.8323329.2173.1517875171.480769
1476,1.2.276.0.7230010.3.1.4.8323329.3034.1517875175.741460
1477,1.2.276.0.7230010.3.1.4.8323329.32659.1517875161.681813
1478,1.2.276.0.7230010.3.1.4.8323329.4011.1517875180.632915
1479,1.2.276.0.7230010.3.1.4.8323329.1325.1517875167.247733
1480,1.2.276.0.7230010.3.1.4.8323329.31765.1517875156.716197
1481,1.2.276.0.7230010.3.1.4.8323329.3413.1517875177.732414
1482,1.2.276.0.7230010.3.1.4.8323329.32713.1517875161.927722
1483,1.2.276.0.7230010.3.1.4.8323329.5383.1517875187.871030
1484,1.2.276.0.7230010.3.1.4.8323329.13098.1517875243.578407
1485,1.2.276.0.7230010.3.1.4.8323329.5618.1517875189.112150
1486,1.2.276.0.7230010.3.1.4.8323329.14413.1517875251.979819
1487,1.2.276.0.7230010.3.1.4.8323329.31762.1517875156.692742
1488,1.2.276.0.7230010.3.1.4.8323329.5361.1517875187.765405
1489,1.2.276.0.7230010.3.1.4.8323329.2799.1517875174.801600
1490,1.2.276.0.7230010.3.1.4.8323329.32190.1517875158.952220
1491,1.2.276.0.7230010.3.1.4.8323329.11008.1517875229.467452
1492,1.2.276.0.7230010.3.1.4.8323329.14451.1517875252.170444
1493,1.2.276.0.7230010.3.1.4.8323329.4877.1517875185.209833
1494,1.2.276.0.7230010.3.1.4.8323329.31989.1517875157.877996
1495,1.2.276.0.7230010.3.1.4.8323329.32541.1517875161.97018
1496,1.2.276.0.7230010.3.1.4.8323329.1578.1517875168.477050
1497,1.2.276.0.7230010.3.1.4.8323329.12834.1517875242.76055
1498,1.2.276.0.7230010.3.1.4.8323329.12115.1517875237.449310
1499,1.2.276.0.7230010.3.1.4.8323329.10477.1517875223.875271
1500,1.2.276.0.7230010.3.1.4.8323329.3453.1517875177.907225
1501,1.2.276.0.7230010.3.1.4.8323329.14087.1517875249.565534
1502,1.2.276.0.7230010.3.1.4.8323329.10012.1517875220.965942
1503,1.2.276.0.7230010.3.1.4.8323329.3470.1517875177.987213
1504,1.2.276.0.7230010.3.1.4.8323329.12925.1517875242.549836
1505,1.2.276.0.7230010.3.1.4.8323329.1679.1517875168.896174
1506,1.2.276.0.7230010.3.1.4.8323329.32621.1517875161.515761
1507,1.2.276.0.7230010.3.1.4.8323329.11780.1517875234.771124
1508,1.2.276.0.7230010.3.1.4.8323329.13056.1517875243.326353
1509,1.2.276.0.7230010.3.1.4.8323329.3497.1517875178.99618
1510,1.2.276.0.7230010.3.1.4.8323329.5591.1517875188.928670
1511,1.2.276.0.7230010.3.1.4.8323329.11083.1517875230.944434
1512,1.2.276.0.7230010.3.1.4.8323329.3756.1517875179.310611
1513,1.2.276.0.7230010.3.1.4.8323329.11283.1517875232.123047
1514,1.2.276.0.7230010.3.1.4.8323329.32749.1517875162.157484
1515,1.2.276.0.7230010.3.1.4.8323329.10772.1517875225.571089
1516,1.2.276.0.7230010.3.1.4.8323329.2262.1517875171.857099
1517,1.2.276.0.7230010.3.1.4.8323329.11012.1517875229.513727
1518,1.2.276.0.7230010.3.1.4.8323329.11521.1517875233.343314
1519,1.2.276.0.7230010.3.1.4.8323329.3257.1517875176.943786
1520,1.2.276.0.7230010.3.1.4.8323329.10489.1517875223.924987
1521,1.2.276.0.7230010.3.1.4.8323329.13108.1517875243.668198
1522,1.2.276.0.7230010.3.1.4.8323329.4233.1517875181.841235
1523,1.2.276.0.7230010.3.1.4.8323329.3194.1517875176.539150
1524,1.2.276.0.7230010.3.1.4.8323329.11628.1517875233.985088
1525,1.2.276.0.7230010.3.1.4.8323329.5304.1517875187.513505
1526,1.2.276.0.7230010.3.1.4.8323329.1563.1517875168.424425
1527,1.2.276.0.7230010.3.1.4.8323329.1355.1517875167.358207
1528,1.2.276.0.7230010.3.1.4.8323329.11305.1517875232.247500
1529,1.2.276.0.7230010.3.1.4.8323329.31851.1517875157.141847
1530,1.2.276.0.7230010.3.1.4.8323329.2740.1517875174.374823
1531,1.2.276.0.7230010.3.1.4.8323329.4006.1517875180.618451
1532,1.2.276.0.7230010.3.1.4.8323329.14395.1517875251.897642
1533,1.2.276.0.7230010.3.1.4.8323329.10172.1517875222.458627
1534,1.2.276.0.7230010.3.1.4.8323329.4152.1517875181.386920
1535,1.2.276.0.7230010.3.1.4.8323329.10008.1517875220.957633
1536,1.2.276.0.7230010.3.1.4.8323329.10259.1517875222.874630
1537,1.2.276.0.7230010.3.1.4.8323329.5288.1517875187.385415
1538,1.2.276.0.7230010.3.1.4.8323329.10471.1517875223.850833
1539,1.2.276.0.7230010.3.1.4.8323329.32689.1517875161.833642
1540,1.2.276.0.7230010.3.1.4.8323329.13087.1517875243.526441
1541,1.2.276.0.7230010.3.1.4.8323329.12031.1517875237.6270
1542,1.2.276.0.7230010.3.1.4.8323329.11198.1517875231.678386
1543,1.2.276.0.7230010.3.1.4.8323329.309.1517875162.328197
1544,1.2.276.0.7230010.3.1.4.8323329.12080.1517875237.260215
1545,1.2.276.0.7230010.3.1.4.8323329.11059.1517875230.479478
1546,1.2.276.0.7230010.3.1.4.8323329.2836.1517875174.995788
1547,1.2.276.0.7230010.3.1.4.8323329.32483.1517875160.802853
1548,1.2.276.0.7230010.3.1.4.8323329.12572.1517875239.808168
1549,1.2.276.0.7230010.3.1.4.8323329.1725.1517875169.119831
1550,1.2.276.0.7230010.3.1.4.8323329.13286.1517875244.519570
1551,1.2.276.0.7230010.3.1.4.8323329.1082.1517875166.234899
1552,1.2.276.0.7230010.3.1.4.8323329.5227.1517875187.86095
1553,1.2.276.0.7230010.3.1.4.8323329.4707.1517875184.250717
1554,1.2.276.0.7230010.3.1.4.8323329.14517.1517875252.477601
1555,1.2.276.0.7230010.3.1.4.8323329.12015.1517875236.910316
1556,1.2.276.0.7230010.3.1.4.8323329.13433.1517875245.302592
1557,1.2.276.0.7230010.3.1.4.8323329.5463.1517875188.295228
1558,1.2.276.0.7230010.3.1.4.8323329.12591.1517875239.924005
1559,1.2.276.0.7230010.3.1.4.8323329.13382.1517875245.51471
1560,1.2.276.0.7230010.3.1.4.8323329.32127.1517875158.584296
1561,1.2.276.0.7230010.3.1.4.8323329.4339.1517875182.352123
1562,1.2.276.0.7230010.3.1.4.8323329.4635.1517875183.887743
1563,1.2.276.0.7230010.3.1.4.8323329.12878.1517875242.320061
1564,1.2.276.0.7230010.3.1.4.8323329.13927.1517875248.685921
1565,1.2.276.0.7230010.3.1.4.8323329.577.1517875163.520080
1566,1.2.276.0.7230010.3.1.4.8323329.12438.1517875239.123088
1567,1.2.276.0.7230010.3.1.4.8323329.341.1517875162.473222
1568,1.2.276.0.7230010.3.1.4.8323329.5752.1517875190.147381
1569,1.2.276.0.7230010.3.1.4.8323329.11739.1517875234.540371
1570,1.2.276.0.7230010.3.1.4.8323329.3837.1517875179.712286
1571,1.2.276.0.7230010.3.1.4.8323329.4062.1517875180.912469
1572,1.2.276.0.7230010.3.1.4.8323329.10974.1517875228.926798
1573,1.2.276.0.7230010.3.1.4.8323329.1820.1517875169.733765
1574,1.2.276.0.7230010.3.1.4.8323329.12954.1517875242.700587
1575,1.2.276.0.7230010.3.1.4.8323329.14575.1517875252.776004
1576,1.2.276.0.7230010.3.1.4.8323329.13426.1517875245.272292
1577,1.2.276.0.7230010.3.1.4.8323329.11142.1517875231.381486
1578,1.2.276.0.7230010.3.1.4.8323329.10653.1517875224.916293
1579,1.2.276.0.7230010.3.1.4.8323329.1204.1517875166.753950
1580,1.2.276.0.7230010.3.1.4.8323329.14578.1517875252.802768
1581,1.2.276.0.7230010.3.1.4.8323329.10618.1517875224.564262
1582,1.2.276.0.7230010.3.1.4.8323329.2069.1517875170.994784
1583,1.2.276.0.7230010.3.1.4.8323329.1374.1517875167.438882
1584,1.2.276.0.7230010.3.1.4.8323329.4096.1517875181.107461
1585,1.2.276.0.7230010.3.1.4.8323329.4336.1517875182.337600
1586,1.2.276.0.7230010.3.1.4.8323329.10554.1517875224.245718
1587,1.2.276.0.7230010.3.1.4.8323329.12913.1517875242.508426
1588,1.2.276.0.7230010.3.1.4.8323329.12381.1517875238.874299
1589,1.2.276.0.7230010.3.1.4.8323329.2653.1517875173.887747
1590,1.2.276.0.7230010.3.1.4.8323329.3893.1517875180.3845
1591,1.2.276.0.7230010.3.1.4.8323329.11032.1517875230.6575
1592,1.2.276.0.7230010.3.1.4.8323329.2196.1517875171.594283
1593,1.2.276.0.7230010.3.1.4.8323329.5556.1517875188.783443
1594,1.2.276.0.7230010.3.1.4.8323329.31703.1517875156.389326
1595,1.2.276.0.7230010.3.1.4.8323329.4170.1517875181.492614
1596,1.2.276.0.7230010.3.1.4.8323329.14582.1517875252.816596
1597,1.2.276.0.7230010.3.1.4.8323329.32674.1517875161.744716
1598,1.2.276.0.7230010.3.1.4.8323329.12930.1517875242.580095
1599,1.2.276.0.7230010.3.1.4.8323329.3458.1517875177.924709
1600,1.2.276.0.7230010.3.1.4.8323329.13201.1517875244.111168
1601,1.2.276.0.7230010.3.1.4.8323329.11399.1517875232.775791
1602,1.2.276.0.7230010.3.1.4.8323329.531.1517875163.330259
1603,1.2.276.0.7230010.3.1.4.8323329.10582.1517875224.406501
1604,1.2.276.0.7230010.3.1.4.8323329.12319.1517875238.551805
1605,1.2.276.0.7230010.3.1.4.8323329.14108.1517875249.662570
1606,1.2.276.0.7230010.3.1.4.8323329.2122.1517875171.265904
1607,1.2.276.0.7230010.3.1.4.8323329.31923.1517875157.513633
1608,1.2.276.0.7230010.3.1.4.8323329.32476.1517875160.788542
1609,1.2.276.0.7230010.3.1.4.8323329.12100.1517875237.378707
1610,1.2.276.0.7230010.3.1.4.8323329.12678.1517875241.94519
1611,1.2.276.0.7230010.3.1.4.8323329.32733.1517875162.40394
1612,1.2.276.0.7230010.3.1.4.8323329.390.1517875162.725254
1613,1.2.276.0.7230010.3.1.4.8323329.3593.1517875178.609601
1614,1.2.276.0.7230010.3.1.4.8323329.10092.1517875221.932883
1615,1.2.276.0.7230010.3.1.4.8323329.1425.1517875167.704756
1616,1.2.276.0.7230010.3.1.4.8323329.11904.1517875236.378676
1617,1.2.276.0.7230010.3.1.4.8323329.12796.1517875241.896970
1618,1.2.276.0.7230010.3.1.4.8323329.4613.1517875183.745869
1619,1.2.276.0.7230010.3.1.4.8323329.12597.1517875239.995888
1620,1.2.276.0.7230010.3.1.4.8323329.13255.1517875244.368763
1621,1.2.276.0.7230010.3.1.4.8323329.14397.1517875251.921482
1622,1.2.276.0.7230010.3.1.4.8323329.10150.1517875222.349174
1623,1.2.276.0.7230010.3.1.4.8323329.4823.1517875184.992441
1624,1.2.276.0.7230010.3.1.4.8323329.12250.1517875238.207530
1625,1.2.276.0.7230010.3.1.4.8323329.13906.1517875248.601781
1626,1.2.276.0.7230010.3.1.4.8323329.13734.1517875247.635520
1627,1.2.276.0.7230010.3.1.4.8323329.11768.1517875234.713828
1628,1.2.276.0.7230010.3.1.4.8323329.14202.1517875250.219016
1629,1.2.276.0.7230010.3.1.4.8323329.32204.1517875159.6047
1630,1.2.276.0.7230010.3.1.4.8323329.10299.1517875223.29737
1631,1.2.276.0.7230010.3.1.4.8323329.13012.1517875243.64774
1632,1.2.276.0.7230010.3.1.4.8323329.3533.1517875178.273775
1633,1.2.276.0.7230010.3.1.4.8323329.11632.1517875234.17040
1634,1.2.276.0.7230010.3.1.4.8323329.2074.1517875171.24614
1635,1.2.276.0.7230010.3.1.4.8323329.2229.1517875171.736202
1636,1.2.276.0.7230010.3.1.4.8323329.1528.1517875168.235731
1637,1.2.276.0.7230010.3.1.4.8323329.3521.1517875178.207012
1638,1.2.276.0.7230010.3.1.4.8323329.433.1517875162.910846
1639,1.2.276.0.7230010.3.1.4.8323329.5437.1517875188.120198
1640,1.2.276.0.7230010.3.1.4.8323329.31746.1517875156.583751
1641,1.2.276.0.7230010.3.1.4.8323329.14493.1517875252.386255
1642,1.2.276.0.7230010.3.1.4.8323329.4408.1517875182.693550
1643,1.2.276.0.7230010.3.1.4.8323329.3139.1517875176.299102
1644,1.2.276.0.7230010.3.1.4.8323329.2739.1517875174.366892
1645,1.2.276.0.7230010.3.1.4.8323329.14104.1517875249.643012
1646,1.2.276.0.7230010.3.1.4.8323329.12708.1517875241.263837
1647,1.2.276.0.7230010.3.1.4.8323329.32612.1517875161.476859
1648,1.2.276.0.7230010.3.1.4.8323329.14185.1517875250.143728
1649,1.2.276.0.7230010.3.1.4.8323329.10371.1517875223.410271
1650,1.2.276.0.7230010.3.1.4.8323329.10364.1517875223.382171
1651,1.2.276.0.7230010.3.1.4.8323329.2343.1517875172.279570
1652,1.2.276.0.7230010.3.1.4.8323329.11232.1517875231.872994
1653,1.2.276.0.7230010.3.1.4.8323329.31887.1517875157.329291
1654,1.2.276.0.7230010.3.1.4.8323329.32358.1517875160.213833
1655,1.2.276.0.7230010.3.1.4.8323329.4312.1517875182.242419
1656,1.2.276.0.7230010.3.1.4.8323329.14391.1517875251.878297
1657,1.2.276.0.7230010.3.1.4.8323329.32194.1517875158.962626
1658,1.2.276.0.7230010.3.1.4.8323329.12339.1517875238.662876
1659,1.2.276.0.7230010.3.1.4.8323329.14597.1517875252.931681
1660,1.2.276.0.7230010.3.1.4.8323329.3610.1517875178.673779
1661,1.2.276.0.7230010.3.1.4.8323329.31942.1517875157.591754
1662,1.2.276.0.7230010.3.1.4.8323329.14134.1517875249.781605
1663,1.2.276.0.7230010.3.1.4.8323329.31908.1517875157.442486
1664,1.2.276.0.7230010.3.1.4.8323329.5719.1517875189.739204
1665,1.2.276.0.7230010.3.1.4.8323329.11498.1517875233.226620
1666,1.2.276.0.7230010.3.1.4.8323329.1220.1517875166.837537
1667,1.2.276.0.7230010.3.1.4.8323329.3201.1517875176.562886
1668,1.2.276.0.7230010.3.1.4.8323329.10501.1517875223.977887
1669,1.2.276.0.7230010.3.1.4.8323329.13824.1517875248.127888
1670,1.2.276.0.7230010.3.1.4.8323329.10152.1517875222.366802
1671,1.2.276.0.7230010.3.1.4.8323329.1125.1517875166.402381
1672,1.2.276.0.7230010.3.1.4.8323329.12729.1517875241.514955
1673,1.2.276.0.7230010.3.1.4.8323329.4077.1517875180.993479
1674,1.2.276.0.7230010.3.1.4.8323329.1728.1517875169.130349
1675,1.2.276.0.7230010.3.1.4.8323329.11134.1517875231.335543
1676,1.2.276.0.7230010.3.1.4.8323329.12356.1517875238.751271
1677,1.2.276.0.7230010.3.1.4.8323329.13436.1517875245.322557
1678,1.2.276.0.7230010.3.1.4.8323329.4596.1517875183.652556
1679,1.2.276.0.7230010.3.1.4.8323329.11209.1517875231.723218
1680,1.2.276.0.7230010.3.1.4.8323329.12321.1517875238.555349
1681,1.2.276.0.7230010.3.1.4.8323329.10018.1517875220.991906
1682,1.2.276.0.7230010.3.1.4.8323329.3247.1517875176.887708
1683,1.2.276.0.7230010.3.1.4.8323329.10966.1517875228.762329
1684,1.2.276.0.7230010.3.1.4.8323329.4030.1517875180.760906
1685,1.2.276.0.7230010.3.1.4.8323329.4753.1517875184.611783
1686,1.2.276.0.7230010.3.1.4.8323329.5580.1517875188.878437
1687,1.2.276.0.7230010.3.1.4.8323329.12868.1517875242.256715
1688,1.2.276.0.7230010.3.1.4.8323329.31921.1517875157.503832
1689,1.2.276.0.7230010.3.1.4.8323329.4303.1517875182.187113
1690,1.2.276.0.7230010.3.1.4.8323329.14526.1517875252.528531
1691,1.2.276.0.7230010.3.1.4.8323329.13688.1517875247.231744
1692,1.2.276.0.7230010.3.1.4.8323329.4901.1517875185.332642
1693,1.2.276.0.7230010.3.1.4.8323329.5292.1517875187.432869
1694,1.2.276.0.7230010.3.1.4.8323329.13207.1517875244.139708
1695,1.2.276.0.7230010.3.1.4.8323329.3825.1517875179.677077
1696,1.2.276.0.7230010.3.1.4.8323329.330.1517875162.413920
1697,1.2.276.0.7230010.3.1.4.8323329.4985.1517875185.842864
1698,1.2.276.0.7230010.3.1.4.8323329.32229.1517875159.135233
1699,1.2.276.0.7230010.3.1.4.8323329.3241.1517875176.838942
1700,1.2.276.0.7230010.3.1.4.8323329.10710.1517875225.214140
1701,1.2.276.0.7230010.3.1.4.8323329.11916.1517875236.453209
1702,1.2.276.0.7230010.3.1.4.8323329.1881.1517875170.72240
1703,1.2.276.0.7230010.3.1.4.8323329.3695.1517875179.17724
1704,1.2.276.0.7230010.3.1.4.8323329.11196.1517875231.665496
1705,1.2.276.0.7230010.3.1.4.8323329.11735.1517875234.530732
1706,1.2.276.0.7230010.3.1.4.8323329.1141.1517875166.462272
1707,1.2.276.0.7230010.3.1.4.8323329.11101.1517875231.9536
1708,1.2.276.0.7230010.3.1.4.8323329.11971.1517875236.688311
1709,1.2.276.0.7230010.3.1.4.8323329.2848.1517875175.69526
1710,1.2.276.0.7230010.3.1.4.8323329.13908.1517875248.601904
1711,1.2.276.0.7230010.3.1.4.8323329.14291.1517875250.601305
1712,1.2.276.0.7230010.3.1.4.8323329.567.1517875163.478398
1713,1.2.276.0.7230010.3.1.4.8323329.31864.1517875157.206838
1714,1.2.276.0.7230010.3.1.4.8323329.12717.1517875241.297402
1715,1.2.276.0.7230010.3.1.4.8323329.12567.1517875239.760194
1716,1.2.276.0.7230010.3.1.4.8323329.4294.1517875182.149482
1717,1.2.276.0.7230010.3.1.4.8323329.13078.1517875243.461546
1718,1.2.276.0.7230010.3.1.4.8323329.1901.1517875170.159523
1719,1.2.276.0.7230010.3.1.4.8323329.12232.1517875238.104756
1720,1.2.276.0.7230010.3.1.4.8323329.13238.1517875244.290278
1721,1.2.276.0.7230010.3.1.4.8323329.32124.1517875158.567263
1722,1.2.276.0.7230010.3.1.4.8323329.1759.1517875169.284901
1723,1.2.276.0.7230010.3.1.4.8323329.1345.1517875167.321999
1724,1.2.276.0.7230010.3.1.4.8323329.12504.1517875239.433651
1725,1.2.276.0.7230010.3.1.4.8323329.10775.1517875225.586502
1726,1.2.276.0.7230010.3.1.4.8323329.32634.1517875161.564212
1727,1.2.276.0.7230010.3.1.4.8323329.10344.1517875223.245532
1728,1.2.276.0.7230010.3.1.4.8323329.366.1517875162.573451
1729,1.2.276.0.7230010.3.1.4.8323329.4773.1517875184.688439
1730,1.2.276.0.7230010.3.1.4.8323329.2714.1517875174.208635
1731,1.2.276.0.7230010.3.1.4.8323329.4793.1517875184.846118
1732,1.2.276.0.7230010.3.1.4.8323329.1047.1517875166.51539
1733,1.2.276.0.7230010.3.1.4.8323329.4463.1517875182.977400
1734,1.2.276.0.7230010.3.1.4.8323329.31642.1517875156.68669
1735,1.2.276.0.7230010.3.1.4.8323329.3363.1517875177.501010
1736,1.2.276.0.7230010.3.1.4.8323329.5005.1517875185.926513
1737,1.2.276.0.7230010.3.1.4.8323329.13579.1517875246.713835
1738,1.2.276.0.7230010.3.1.4.8323329.5629.1517875189.189890
1739,1.2.276.0.7230010.3.1.4.8323329.1269.1517875167.52184
1740,1.2.276.0.7230010.3.1.4.8323329.1889.1517875170.126229
1741,1.2.276.0.7230010.3.1.4.8323329.3040.1517875175.770007
1742,1.2.276.0.7230010.3.1.4.8323329.571.1517875163.494518
1743,1.2.276.0.7230010.3.1.4.8323329.4109.1517875181.155638
1744,1.2.276.0.7230010.3.1.4.8323329.11024.1517875229.964383
1745,1.2.276.0.7230010.3.1.4.8323329.4981.1517875185.834231
1746,1.2.276.0.7230010.3.1.4.8323329.3969.1517875180.411527
1747,1.2.276.0.7230010.3.1.4.8323329.12221.1517875238.40889
1748,1.2.276.0.7230010.3.1.4.8323329.11838.1517875235.971159
1749,1.2.276.0.7230010.3.1.4.8323329.2017.1517875170.706033
1750,1.2.276.0.7230010.3.1.4.8323329.11294.1517875232.196643
1751,1.2.276.0.7230010.3.1.4.8323329.4449.1517875182.911064
1752,1.2.276.0.7230010.3.1.4.8323329.1936.1517875170.330324
1753,1.2.276.0.7230010.3.1.4.8323329.3598.1517875178.640742
1754,1.2.276.0.7230010.3.1.4.8323329.13957.1517875248.843042
1755,1.2.276.0.7230010.3.1.4.8323329.4638.1517875183.920156
1756,1.2.276.0.7230010.3.1.4.8323329.2703.1517875174.131124
1757,1.2.276.0.7230010.3.1.4.8323329.12699.1517875241.225908
1758,1.2.276.0.7230010.3.1.4.8323329.13697.1517875247.264655
1759,1.2.276.0.7230010.3.1.4.8323329.13942.1517875248.770371
1760,1.2.276.0.7230010.3.1.4.8323329.4295.1517875182.158775
1761,1.2.276.0.7230010.3.1.4.8323329.12999.1517875242.934107
1762,1.2.276.0.7230010.3.1.4.8323329.2063.1517875170.970837
1763,1.2.276.0.7230010.3.1.4.8323329.10230.1517875222.741435
1764,1.2.276.0.7230010.3.1.4.8323329.5065.1517875186.248525
1765,1.2.276.0.7230010.3.1.4.8323329.3819.1517875179.639009
1766,1.2.276.0.7230010.3.1.4.8323329.10045.1517875221.717888
1767,1.2.276.0.7230010.3.1.4.8323329.13903.1517875248.596052
1768,1.2.276.0.7230010.3.1.4.8323329.3275.1517875177.46737
1769,1.2.276.0.7230010.3.1.4.8323329.12034.1517875237.23008
1770,1.2.276.0.7230010.3.1.4.8323329.3291.1517875177.115791
1771,1.2.276.0.7230010.3.1.4.8323329.4960.1517875185.707413
1772,1.2.276.0.7230010.3.1.4.8323329.5422.1517875188.28181
1773,1.2.276.0.7230010.3.1.4.8323329.2610.1517875173.707251
1774,1.2.276.0.7230010.3.1.4.8323329.13281.1517875244.490940
1775,1.2.276.0.7230010.3.1.4.8323329.4016.1517875180.661280
1776,1.2.276.0.7230010.3.1.4.8323329.14497.1517875252.395764
1777,1.2.276.0.7230010.3.1.4.8323329.10081.1517875221.868352
1778,1.2.276.0.7230010.3.1.4.8323329.4692.1517875184.149090
1779,1.2.276.0.7230010.3.1.4.8323329.3301.1517875177.173953
1780,1.2.276.0.7230010.3.1.4.8323329.4088.1517875181.58608
1781,1.2.276.0.7230010.3.1.4.8323329.3493.1517875178.76374
1782,1.2.276.0.7230010.3.1.4.8323329.13462.1517875245.437126
1783,1.2.276.0.7230010.3.1.4.8323329.2517.1517875173.130429
1784,1.2.276.0.7230010.3.1.4.8323329.13713.1517875247.332884
1785,1.2.276.0.7230010.3.1.4.8323329.13241.1517875244.301042
1786,1.2.276.0.7230010.3.1.4.8323329.10758.1517875225.499504
1787,1.2.276.0.7230010.3.1.4.8323329.32344.1517875160.134521
1788,1.2.276.0.7230010.3.1.4.8323329.3743.1517875179.246355
1789,1.2.276.0.7230010.3.1.4.8323329.14321.1517875251.295081
1790,1.2.276.0.7230010.3.1.4.8323329.4516.1517875183.255860
1791,1.2.276.0.7230010.3.1.4.8323329.10786.1517875225.618275
1792,1.2.276.0.7230010.3.1.4.8323329.3715.1517875179.123946
1793,1.2.276.0.7230010.3.1.4.8323329.31792.1517875156.866830
1794,1.2.276.0.7230010.3.1.4.8323329.11009.1517875229.457707
1795,1.2.276.0.7230010.3.1.4.8323329.14220.1517875250.283385
1796,1.2.276.0.7230010.3.1.4.8323329.11665.1517875234.224143
1797,1.2.276.0.7230010.3.1.4.8323329.31794.1517875156.880418
1798,1.2.276.0.7230010.3.1.4.8323329.1991.1517875170.600752
1799,1.2.276.0.7230010.3.1.4.8323329.4535.1517875183.338008
1800,1.2.276.0.7230010.3.1.4.8323329.2052.1517875170.909205
1801,1.2.276.0.7230010.3.1.4.8323329.5636.1517875189.261820
1802,1.2.276.0.7230010.3.1.4.8323329.13240.1517875244.308213
1803,1.2.276.0.7230010.3.1.4.8323329.14354.1517875251.708645
1804,1.2.276.0.7230010.3.1.4.8323329.2217.1517875171.677412
1805,1.2.276.0.7230010.3.1.4.8323329.1882.1517875170.78802
1806,1.2.276.0.7230010.3.1.4.8323329.2806.1517875174.823575
1807,1.2.276.0.7230010.3.1.4.8323329.14197.1517875250.194662
1808,1.2.276.0.7230010.3.1.4.8323329.32571.1517875161.254429
1809,1.2.276.0.7230010.3.1.4.8323329.11285.1517875232.142782
1810,1.2.276.0.7230010.3.1.4.8323329.10021.1517875221.7239
1811,1.2.276.0.7230010.3.1.4.8323329.32542.1517875161.105787
1812,1.2.276.0.7230010.3.1.4.8323329.4832.1517875185.36480
1813,1.2.276.0.7230010.3.1.4.8323329.11419.1517875232.851105
1814,1.2.276.0.7230010.3.1.4.8323329.549.1517875163.388922
1815,1.2.276.0.7230010.3.1.4.8323329.32684.1517875161.800163
1816,1.2.276.0.7230010.3.1.4.8323329.4533.1517875183.334790
1817,1.2.276.0.7230010.3.1.4.8323329.2123.1517875171.270461
1818,1.2.276.0.7230010.3.1.4.8323329.11673.1517875234.249925
1819,1.2.276.0.7230010.3.1.4.8323329.2342.1517875172.263951
1820,1.2.276.0.7230010.3.1.4.8323329.5008.1517875185.946033
1821,1.2.276.0.7230010.3.1.4.8323329.380.1517875162.650632
1822,1.2.276.0.7230010.3.1.4.8323329.11594.1517875233.812567
1823,1.2.276.0.7230010.3.1.4.8323329.4681.1517875184.96730
1824,1.2.276.0.7230010.3.1.4.8323329.13160.1517875243.942231
1825,1.2.276.0.7230010.3.1.4.8323329.14272.1517875250.512711
1826,1.2.276.0.7230010.3.1.4.8323329.12300.1517875238.448808
1827,1.2.276.0.7230010.3.1.4.8323329.5519.1517875188.616603
1828,1.2.276.0.7230010.3.1.4.8323329.455.1517875163.12962
1829,1.2.276.0.7230010.3.1.4.8323329.4831.1517875185.34970
1830,1.2.276.0.7230010.3.1.4.8323329.1957.1517875170.418065
1831,1.2.276.0.7230010.3.1.4.8323329.4028.1517875180.727912
