,Folds
2695,1.2.276.0.7230010.3.1.4.8323329.1816.1517875169.712580
2696,1.2.276.0.7230010.3.1.4.8323329.10945.1517875228.385481
2697,1.2.276.0.7230010.3.1.4.8323329.11875.1517875236.150859
2698,1.2.276.0.7230010.3.1.4.8323329.2176.1517875171.509361
2699,1.2.276.0.7230010.3.1.4.8323329.3113.1517875176.161862
2700,1.2.276.0.7230010.3.1.4.8323329.31865.1517875157.209292
2701,1.2.276.0.7230010.3.1.4.8323329.4697.1517875184.173675
2702,1.2.276.0.7230010.3.1.4.8323329.1659.1517875168.790062
2703,1.2.276.0.7230010.3.1.4.8323329.31904.1517875157.427264
2704,1.2.276.0.7230010.3.1.4.8323329.400.1517875162.793632
2705,1.2.276.0.7230010.3.1.4.8323329.5341.1517875187.686062
2706,1.2.276.0.7230010.3.1.4.8323329.11550.1517875233.567414
2707,1.2.276.0.7230010.3.1.4.8323329.1093.1517875166.300291
2708,1.2.276.0.7230010.3.1.4.8323329.10294.1517875223.21647
2709,1.2.276.0.7230010.3.1.4.8323329.11928.1517875236.499736
2710,1.2.276.0.7230010.3.1.4.8323329.13425.1517875245.261740
2711,1.2.276.0.7230010.3.1.4.8323329.1930.1517875170.305802
2712,1.2.276.0.7230010.3.1.4.8323329.3052.1517875175.792463
2713,1.2.276.0.7230010.3.1.4.8323329.2269.1517875171.875582
2714,1.2.276.0.7230010.3.1.4.8323329.3907.1517875180.74268
2715,1.2.276.0.7230010.3.1.4.8323329.5721.1517875189.749714
2716,1.2.276.0.7230010.3.1.4.8323329.32654.1517875161.654573
2717,1.2.276.0.7230010.3.1.4.8323329.12921.1517875242.528962
2718,1.2.276.0.7230010.3.1.4.8323329.1150.1517875166.498759
2719,1.2.276.0.7230010.3.1.4.8323329.10497.1517875223.957581
2720,1.2.276.0.7230010.3.1.4.8323329.32469.1517875160.766227
2721,1.2.276.0.7230010.3.1.4.8323329.10117.1517875222.178545
2722,1.2.276.0.7230010.3.1.4.8323329.13872.1517875248.424150
2723,1.2.276.0.7230010.3.1.4.8323329.5783.1517875190.560461
2724,1.2.276.0.7230010.3.1.4.8323329.14140.1517875249.807509
2725,1.2.276.0.7230010.3.1.4.8323329.10109.1517875222.147175
2726,1.2.276.0.7230010.3.1.4.8323329.11161.1517875231.466761
2727,1.2.276.0.7230010.3.1.4.8323329.13940.1517875248.769531
2728,1.2.276.0.7230010.3.1.4.8323329.1243.1517875166.938629
2729,1.2.276.0.7230010.3.1.4.8323329.10844.1517875225.917310
2730,1.2.276.0.7230010.3.1.4.8323329.3237.1517875176.815455
2731,1.2.276.0.7230010.3.1.4.8323329.31928.1517875157.540242
2732,1.2.276.0.7230010.3.1.4.8323329.32686.1517875161.807009
2733,1.2.276.0.7230010.3.1.4.8323329.1447.1517875167.838333
2734,1.2.276.0.7230010.3.1.4.8323329.12147.1517875237.697141
2735,1.2.276.0.7230010.3.1.4.8323329.5343.1517875187.696489
2736,1.2.276.0.7230010.3.1.4.8323329.3727.1517875179.170855
2737,1.2.276.0.7230010.3.1.4.8323329.12325.1517875238.587401
2738,1.2.276.0.7230010.3.1.4.8323329.1751.1517875169.242980
2739,1.2.276.0.7230010.3.1.4.8323329.11719.1517875234.460787
2740,1.2.276.0.7230010.3.1.4.8323329.5716.1517875189.736148
2741,1.2.276.0.7230010.3.1.4.8323329.13603.1517875246.814442
2742,1.2.276.0.7230010.3.1.4.8323329.11018.1517875229.938372
2743,1.2.276.0.7230010.3.1.4.8323329.3249.1517875176.879612
2744,1.2.276.0.7230010.3.1.4.8323329.11274.1517875232.83625
2745,1.2.276.0.7230010.3.1.4.8323329.3553.1517875178.385456
2746,1.2.276.0.7230010.3.1.4.8323329.5503.1517875188.561047
2747,1.2.276.0.7230010.3.1.4.8323329.3935.1517875180.205912
2748,1.2.276.0.7230010.3.1.4.8323329.10250.1517875222.824213
2749,1.2.276.0.7230010.3.1.4.8323329.3735.1517875179.210766
2750,1.2.276.0.7230010.3.1.4.8323329.2987.1517875175.570109
2751,1.2.276.0.7230010.3.1.4.8323329.10273.1517875222.936783
2752,1.2.276.0.7230010.3.1.4.8323329.1556.1517875168.390347
2753,1.2.276.0.7230010.3.1.4.8323329.13518.1517875246.406349
2754,1.2.276.0.7230010.3.1.4.8323329.3794.1517875179.528615
2755,1.2.276.0.7230010.3.1.4.8323329.5244.1517875187.153556
2756,1.2.276.0.7230010.3.1.4.8323329.431.1517875162.902494
2757,1.2.276.0.7230010.3.1.4.8323329.13362.1517875244.839523
2758,1.2.276.0.7230010.3.1.4.8323329.12829.1517875242.57475
2759,1.2.276.0.7230010.3.1.4.8323329.10968.1517875228.787245
2760,1.2.276.0.7230010.3.1.4.8323329.4075.1517875180.989298
2761,1.2.276.0.7230010.3.1.4.8323329.1613.1517875168.593644
2762,1.2.276.0.7230010.3.1.4.8323329.10206.1517875222.624433
2763,1.2.276.0.7230010.3.1.4.8323329.1086.1517875166.262172
2764,1.2.276.0.7230010.3.1.4.8323329.5007.1517875185.933781
2765,1.2.276.0.7230010.3.1.4.8323329.2148.1517875171.361042
2766,1.2.276.0.7230010.3.1.4.8323329.3001.1517875175.622341
2767,1.2.276.0.7230010.3.1.4.8323329.13010.1517875243.42667
2768,1.2.276.0.7230010.3.1.4.8323329.13786.1517875247.916778
2769,1.2.276.0.7230010.3.1.4.8323329.12850.1517875242.164594
2770,1.2.276.0.7230010.3.1.4.8323329.32558.1517875161.203168
2771,1.2.276.0.7230010.3.1.4.8323329.14161.1517875249.924026
2772,1.2.276.0.7230010.3.1.4.8323329.14117.1517875249.705171
2773,1.2.276.0.7230010.3.1.4.8323329.2473.1517875172.945371
2774,1.2.276.0.7230010.3.1.4.8323329.11950.1517875236.608277
2775,1.2.276.0.7230010.3.1.4.8323329.2046.1517875170.857799
2776,1.2.276.0.7230010.3.1.4.8323329.10929.1517875228.116197
2777,1.2.276.0.7230010.3.1.4.8323329.4841.1517875185.73761
2778,1.2.276.0.7230010.3.1.4.8323329.4040.1517875180.829812
2779,1.2.276.0.7230010.3.1.4.8323329.13840.1517875248.234913
2780,1.2.276.0.7230010.3.1.4.8323329.3543.1517875178.326382
2781,1.2.276.0.7230010.3.1.4.8323329.14148.1517875249.847911
2782,1.2.276.0.7230010.3.1.4.8323329.12386.1517875238.895848
2783,1.2.276.0.7230010.3.1.4.8323329.32348.1517875160.153066
2784,1.2.276.0.7230010.3.1.4.8323329.2403.1517875172.547890
2785,1.2.276.0.7230010.3.1.4.8323329.31806.1517875156.943734
2786,1.2.276.0.7230010.3.1.4.8323329.11006.1517875229.447038
2787,1.2.276.0.7230010.3.1.4.8323329.32527.1517875161.6545
2788,1.2.276.0.7230010.3.1.4.8323329.13330.1517875244.685390
2789,1.2.276.0.7230010.3.1.4.8323329.13234.1517875244.270166
2790,1.2.276.0.7230010.3.1.4.8323329.5531.1517875188.684573
2791,1.2.276.0.7230010.3.1.4.8323329.4017.1517875180.678585
2792,1.2.276.0.7230010.3.1.4.8323329.32254.1517875159.256888
2793,1.2.276.0.7230010.3.1.4.8323329.12464.1517875239.236433
2794,1.2.276.0.7230010.3.1.4.8323329.10395.1517875223.513440
2795,1.2.276.0.7230010.3.1.4.8323329.2242.1517875171.788718
2796,1.2.276.0.7230010.3.1.4.8323329.11476.1517875233.126902
2797,1.2.276.0.7230010.3.1.4.8323329.11639.1517875234.49961
2798,1.2.276.0.7230010.3.1.4.8323329.32554.1517875161.173221
2799,1.2.276.0.7230010.3.1.4.8323329.557.1517875163.423293
2800,1.2.276.0.7230010.3.1.4.8323329.1369.1517875167.422571
2801,1.2.276.0.7230010.3.1.4.8323329.4061.1517875180.923285
2802,1.2.276.0.7230010.3.1.4.8323329.11675.1517875234.262220
2803,1.2.276.0.7230010.3.1.4.8323329.3009.1517875175.642424
2804,1.2.276.0.7230010.3.1.4.8323329.2741.1517875174.378399
2805,1.2.276.0.7230010.3.1.4.8323329.11342.1517875232.472952
2806,1.2.276.0.7230010.3.1.4.8323329.1138.1517875166.441012
2807,1.2.276.0.7230010.3.1.4.8323329.12959.1517875242.721097
2808,1.2.276.0.7230010.3.1.4.8323329.1223.1517875166.847916
2809,1.2.276.0.7230010.3.1.4.8323329.310.1517875162.344702
2810,1.2.276.0.7230010.3.1.4.8323329.31738.1517875156.547988
2811,1.2.276.0.7230010.3.1.4.8323329.10317.1517875223.123236
2812,1.2.276.0.7230010.3.1.4.8323329.11708.1517875234.399613
2813,1.2.276.0.7230010.3.1.4.8323329.12890.1517875242.395072
2814,1.2.276.0.7230010.3.1.4.8323329.528.1517875163.318666
2815,1.2.276.0.7230010.3.1.4.8323329.13987.1517875248.989669
2816,1.2.276.0.7230010.3.1.4.8323329.12317.1517875238.546037
2817,1.2.276.0.7230010.3.1.4.8323329.1770.1517875169.340455
2818,1.2.276.0.7230010.3.1.4.8323329.10051.1517875221.752712
2819,1.2.276.0.7230010.3.1.4.8323329.31786.1517875156.825026
2820,1.2.276.0.7230010.3.1.4.8323329.11666.1517875234.211033
2821,1.2.276.0.7230010.3.1.4.8323329.11359.1517875232.579520
2822,1.2.276.0.7230010.3.1.4.8323329.4545.1517875183.389618
2823,1.2.276.0.7230010.3.1.4.8323329.4111.1517875181.158595
2824,1.2.276.0.7230010.3.1.4.8323329.12675.1517875241.79267
2825,1.2.276.0.7230010.3.1.4.8323329.1856.1517875169.941456
2826,1.2.276.0.7230010.3.1.4.8323329.13106.1517875243.646882
2827,1.2.276.0.7230010.3.1.4.8323329.3867.1517875179.894685
2828,1.2.276.0.7230010.3.1.4.8323329.13055.1517875243.331138
2829,1.2.276.0.7230010.3.1.4.8323329.2332.1517875172.214240
2830,1.2.276.0.7230010.3.1.4.8323329.3028.1517875175.711269
2831,1.2.276.0.7230010.3.1.4.8323329.32482.1517875160.802571
2832,1.2.276.0.7230010.3.1.4.8323329.12689.1517875241.184000
2833,1.2.276.0.7230010.3.1.4.8323329.1522.1517875168.226236
2834,1.2.276.0.7230010.3.1.4.8323329.32266.1517875159.299328
2835,1.2.276.0.7230010.3.1.4.8323329.10073.1517875221.847522
2836,1.2.276.0.7230010.3.1.4.8323329.10863.1517875226.15428
2837,1.2.276.0.7230010.3.1.4.8323329.3612.1517875178.684725
2838,1.2.276.0.7230010.3.1.4.8323329.12393.1517875238.941032
2839,1.2.276.0.7230010.3.1.4.8323329.13170.1517875243.981621
2840,1.2.276.0.7230010.3.1.4.8323329.11402.1517875232.785059
2841,1.2.276.0.7230010.3.1.4.8323329.5630.1517875189.206893
2842,1.2.276.0.7230010.3.1.4.8323329.5038.1517875186.83236
2843,1.2.276.0.7230010.3.1.4.8323329.12332.1517875238.637823
2844,1.2.276.0.7230010.3.1.4.8323329.11689.1517875234.317495
2845,1.2.276.0.7230010.3.1.4.8323329.32088.1517875158.366009
2846,1.2.276.0.7230010.3.1.4.8323329.11774.1517875234.731490
2847,1.2.276.0.7230010.3.1.4.8323329.5017.1517875185.963355
2848,1.2.276.0.7230010.3.1.4.8323329.12337.1517875238.650635
2849,1.2.276.0.7230010.3.1.4.8323329.14250.1517875250.433073
2850,1.2.276.0.7230010.3.1.4.8323329.2994.1517875175.598874
2851,1.2.276.0.7230010.3.1.4.8323329.10052.1517875221.759905
2852,1.2.276.0.7230010.3.1.4.8323329.2367.1517875172.378051
2853,1.2.276.0.7230010.3.1.4.8323329.10280.1517875222.968568
2854,1.2.276.0.7230010.3.1.4.8323329.13259.1517875244.388147
2855,1.2.276.0.7230010.3.1.4.8323329.11511.1517875233.267414
2856,1.2.276.0.7230010.3.1.4.8323329.13698.1517875247.279830
2857,1.2.276.0.7230010.3.1.4.8323329.14315.1517875251.110175
2858,1.2.276.0.7230010.3.1.4.8323329.3002.1517875175.620479
2859,1.2.276.0.7230010.3.1.4.8323329.11888.1517875236.213146
2860,1.2.276.0.7230010.3.1.4.8323329.31984.1517875157.844895
2861,1.2.276.0.7230010.3.1.4.8323329.3738.1517875179.226404
2862,1.2.276.0.7230010.3.1.4.8323329.4800.1517875184.873014
2863,1.2.276.0.7230010.3.1.4.8323329.5024.1517875186.12784
2864,1.2.276.0.7230010.3.1.4.8323329.14033.1517875249.243727
2865,1.2.276.0.7230010.3.1.4.8323329.10238.1517875222.763876
2866,1.2.276.0.7230010.3.1.4.8323329.13054.1517875243.311132
2867,1.2.276.0.7230010.3.1.4.8323329.11750.1517875234.597236
2868,1.2.276.0.7230010.3.1.4.8323329.11493.1517875233.198070
2869,1.2.276.0.7230010.3.1.4.8323329.5743.1517875190.76572
2870,1.2.276.0.7230010.3.1.4.8323329.14203.1517875250.226076
2871,1.2.276.0.7230010.3.1.4.8323329.10134.1517875222.256426
2872,1.2.276.0.7230010.3.1.4.8323329.12121.1517875237.479998
2873,1.2.276.0.7230010.3.1.4.8323329.13546.1517875246.563787
2874,1.2.276.0.7230010.3.1.4.8323329.13085.1517875243.514098
2875,1.2.276.0.7230010.3.1.4.8323329.12173.1517875237.829976
2876,1.2.276.0.7230010.3.1.4.8323329.3326.1517875177.271597
2877,1.2.276.0.7230010.3.1.4.8323329.12459.1517875239.215877
2878,1.2.276.0.7230010.3.1.4.8323329.3490.1517875178.74467
2879,1.2.276.0.7230010.3.1.4.8323329.13736.1517875247.653513
2880,1.2.276.0.7230010.3.1.4.8323329.3053.1517875175.804894
2881,1.2.276.0.7230010.3.1.4.8323329.12284.1517875238.386388
2882,1.2.276.0.7230010.3.1.4.8323329.32155.1517875158.759379
2883,1.2.276.0.7230010.3.1.4.8323329.13532.1517875246.500436
2884,1.2.276.0.7230010.3.1.4.8323329.558.1517875163.430896
2885,1.2.276.0.7230010.3.1.4.8323329.32565.1517875161.216188
2886,1.2.276.0.7230010.3.1.4.8323329.32406.1517875160.446914
2887,1.2.276.0.7230010.3.1.4.8323329.10036.1517875221.68521
2888,1.2.276.0.7230010.3.1.4.8323329.12733.1517875241.532020
2889,1.2.276.0.7230010.3.1.4.8323329.5403.1517875187.942519
2890,1.2.276.0.7230010.3.1.4.8323329.11109.1517875231.212494
2891,1.2.276.0.7230010.3.1.4.8323329.10589.1517875224.444595
2892,1.2.276.0.7230010.3.1.4.8323329.5095.1517875186.390250
2893,1.2.276.0.7230010.3.1.4.8323329.3621.1517875178.714716
2894,1.2.276.0.7230010.3.1.4.8323329.32225.1517875159.101306
2895,1.2.276.0.7230010.3.1.4.8323329.13338.1517875244.704322
2896,1.2.276.0.7230010.3.1.4.8323329.1844.1517875169.895667
2897,1.2.276.0.7230010.3.1.4.8323329.3773.1517875179.351325
2898,1.2.276.0.7230010.3.1.4.8323329.14599.1517875252.965082
2899,1.2.276.0.7230010.3.1.4.8323329.10655.1517875224.920628
2900,1.2.276.0.7230010.3.1.4.8323329.12176.1517875237.843053
2901,1.2.276.0.7230010.3.1.4.8323329.10111.1517875222.157809
2902,1.2.276.0.7230010.3.1.4.8323329.4840.1517875185.77114
2903,1.2.276.0.7230010.3.1.4.8323329.4682.1517875184.111953
2904,1.2.276.0.7230010.3.1.4.8323329.11207.1517875231.705951
2905,1.2.276.0.7230010.3.1.4.8323329.3243.1517875176.845181
2906,1.2.276.0.7230010.3.1.4.8323329.12436.1517875239.104875
2907,1.2.276.0.7230010.3.1.4.8323329.2519.1517875173.152274
2908,1.2.276.0.7230010.3.1.4.8323329.12293.1517875238.412247
2909,1.2.276.0.7230010.3.1.4.8323329.4670.1517875184.51576
2910,1.2.276.0.7230010.3.1.4.8323329.13891.1517875248.508586
2911,1.2.276.0.7230010.3.1.4.8323329.4015.1517875180.661259
2912,1.2.276.0.7230010.3.1.4.8323329.13059.1517875243.370614
2913,1.2.276.0.7230010.3.1.4.8323329.4716.1517875184.276209
2914,1.2.276.0.7230010.3.1.4.8323329.11029.1517875229.969068
2915,1.2.276.0.7230010.3.1.4.8323329.31644.1517875156.38707
2916,1.2.276.0.7230010.3.1.4.8323329.11224.1517875231.807506
2917,1.2.276.0.7230010.3.1.4.8323329.11918.1517875236.464118
2918,1.2.276.0.7230010.3.1.4.8323329.3812.1517875179.590372
2919,1.2.276.0.7230010.3.1.4.8323329.4476.1517875183.66284
2920,1.2.276.0.7230010.3.1.4.8323329.31653.1517875156.110002
2921,1.2.276.0.7230010.3.1.4.8323329.1216.1517875166.822321
2922,1.2.276.0.7230010.3.1.4.8323329.1263.1517875167.19062
2923,1.2.276.0.7230010.3.1.4.8323329.5658.1517875189.357249
2924,1.2.276.0.7230010.3.1.4.8323329.12550.1517875239.666285
2925,1.2.276.0.7230010.3.1.4.8323329.11183.1517875231.612004
2926,1.2.276.0.7230010.3.1.4.8323329.10921.1517875227.926515
2927,1.2.276.0.7230010.3.1.4.8323329.32505.1517875160.911821
2928,1.2.276.0.7230010.3.1.4.8323329.1273.1517875167.68057
2929,1.2.276.0.7230010.3.1.4.8323329.4274.1517875182.74309
2930,1.2.276.0.7230010.3.1.4.8323329.32407.1517875160.446447
2931,1.2.276.0.7230010.3.1.4.8323329.4367.1517875182.507110
2932,1.2.276.0.7230010.3.1.4.8323329.11137.1517875231.348512
2933,1.2.276.0.7230010.3.1.4.8323329.31936.1517875157.564869
2934,1.2.276.0.7230010.3.1.4.8323329.12923.1517875242.556493
2935,1.2.276.0.7230010.3.1.4.8323329.14077.1517875249.517899
2936,1.2.276.0.7230010.3.1.4.8323329.13209.1517875244.146510
2937,1.2.276.0.7230010.3.1.4.8323329.32334.1517875160.114739
2938,1.2.276.0.7230010.3.1.4.8323329.12830.1517875242.58555
2939,1.2.276.0.7230010.3.1.4.8323329.32153.1517875158.718548
2940,1.2.276.0.7230010.3.1.4.8323329.1467.1517875167.949678
2941,1.2.276.0.7230010.3.1.4.8323329.4447.1517875182.904519
2942,1.2.276.0.7230010.3.1.4.8323329.14394.1517875251.890220
2943,1.2.276.0.7230010.3.1.4.8323329.4587.1517875183.632454
2944,1.2.276.0.7230010.3.1.4.8323329.12131.1517875237.586703
2945,1.2.276.0.7230010.3.1.4.8323329.10641.1517875224.691760
2946,1.2.276.0.7230010.3.1.4.8323329.11053.1517875230.471501
2947,1.2.276.0.7230010.3.1.4.8323329.4218.1517875181.780892
2948,1.2.276.0.7230010.3.1.4.8323329.12812.1517875241.969797
2949,1.2.276.0.7230010.3.1.4.8323329.386.1517875162.694420
2950,1.2.276.0.7230010.3.1.4.8323329.13296.1517875244.560468
2951,1.2.276.0.7230010.3.1.4.8323329.32188.1517875158.933060
2952,1.2.276.0.7230010.3.1.4.8323329.32661.1517875161.688353
2953,1.2.276.0.7230010.3.1.4.8323329.10492.1517875223.942497
2954,1.2.276.0.7230010.3.1.4.8323329.4848.1517875185.97622
2955,1.2.276.0.7230010.3.1.4.8323329.4783.1517875184.784511
2956,1.2.276.0.7230010.3.1.4.8323329.2125.1517875171.280070
2957,1.2.276.0.7230010.3.1.4.8323329.10550.1517875224.230189
2958,1.2.276.0.7230010.3.1.4.8323329.32600.1517875161.421979
2959,1.2.276.0.7230010.3.1.4.8323329.1454.1517875167.874231
2960,1.2.276.0.7230010.3.1.4.8323329.32381.1517875160.307516
2961,1.2.276.0.7230010.3.1.4.8323329.32220.1517875159.82373
2962,1.2.276.0.7230010.3.1.4.8323329.1531.1517875168.248619
2963,1.2.276.0.7230010.3.1.4.8323329.4824.1517875184.995563
2964,1.2.276.0.7230010.3.1.4.8323329.456.1517875163.29798
2965,1.2.276.0.7230010.3.1.4.8323329.32024.1517875158.69904
2966,1.2.276.0.7230010.3.1.4.8323329.10547.1517875224.225673
2967,1.2.276.0.7230010.3.1.4.8323329.3686.1517875178.975134
2968,1.2.276.0.7230010.3.1.4.8323329.5782.1517875190.531042
2969,1.2.276.0.7230010.3.1.4.8323329.10801.1517875225.674698
2970,1.2.276.0.7230010.3.1.4.8323329.4932.1517875185.539188
2971,1.2.276.0.7230010.3.1.4.8323329.4313.1517875182.236132
2972,1.2.276.0.7230010.3.1.4.8323329.1054.1517875166.79791
2973,1.2.276.0.7230010.3.1.4.8323329.10505.1517875224.8079
2974,1.2.276.0.7230010.3.1.4.8323329.12598.1517875240.34872
2975,1.2.276.0.7230010.3.1.4.8323329.11397.1517875232.774703
2976,1.2.276.0.7230010.3.1.4.8323329.10633.1517875224.647724
2977,1.2.276.0.7230010.3.1.4.8323329.3767.1517875179.331936
2978,1.2.276.0.7230010.3.1.4.8323329.4055.1517875180.891261
2979,1.2.276.0.7230010.3.1.4.8323329.511.1517875163.256846
2980,1.2.276.0.7230010.3.1.4.8323329.4004.1517875180.609434
2981,1.2.276.0.7230010.3.1.4.8323329.10241.1517875222.767488
2982,1.2.276.0.7230010.3.1.4.8323329.407.1517875162.819441
2983,1.2.276.0.7230010.3.1.4.8323329.13793.1517875247.971696
2984,1.2.276.0.7230010.3.1.4.8323329.3896.1517875180.14627
2985,1.2.276.0.7230010.3.1.4.8323329.2188.1517875171.553545
2986,1.2.276.0.7230010.3.1.4.8323329.11998.1517875236.831149
2987,1.2.276.0.7230010.3.1.4.8323329.14111.1517875249.682019
2988,1.2.276.0.7230010.3.1.4.8323329.14068.1517875249.469382
2989,1.2.276.0.7230010.3.1.4.8323329.32274.1517875159.326432
2990,1.2.276.0.7230010.3.1.4.8323329.2659.1517875173.911793
2991,1.2.276.0.7230010.3.1.4.8323329.13213.1517875244.163178
2992,1.2.276.0.7230010.3.1.4.8323329.4460.1517875182.968172
2993,1.2.276.0.7230010.3.1.4.8323329.4540.1517875183.379240
2994,1.2.276.0.7230010.3.1.4.8323329.1384.1517875167.488837
2995,1.2.276.0.7230010.3.1.4.8323329.14433.1517875252.91153
2996,1.2.276.0.7230010.3.1.4.8323329.5763.1517875190.209859
2997,1.2.276.0.7230010.3.1.4.8323329.11636.1517875234.38826
2998,1.2.276.0.7230010.3.1.4.8323329.5195.1517875186.910279
2999,1.2.276.0.7230010.3.1.4.8323329.3908.1517875180.69887
3000,1.2.276.0.7230010.3.1.4.8323329.1569.1517875168.444765
3001,1.2.276.0.7230010.3.1.4.8323329.2399.1517875172.536001
3002,1.2.276.0.7230010.3.1.4.8323329.4455.1517875182.942240
3003,1.2.276.0.7230010.3.1.4.8323329.2963.1517875175.466462
3004,1.2.276.0.7230010.3.1.4.8323329.3509.1517875178.162657
3005,1.2.276.0.7230010.3.1.4.8323329.31781.1517875156.805570
3006,1.2.276.0.7230010.3.1.4.8323329.12301.1517875238.453250
3007,1.2.276.0.7230010.3.1.4.8323329.3147.1517875176.324541
3008,1.2.276.0.7230010.3.1.4.8323329.339.1517875162.471556
3009,1.2.276.0.7230010.3.1.4.8323329.2506.1517875173.79553
3010,1.2.276.0.7230010.3.1.4.8323329.11654.1517875234.152900
3011,1.2.276.0.7230010.3.1.4.8323329.1621.1517875168.621676
3012,1.2.276.0.7230010.3.1.4.8323329.13689.1517875247.239137
3013,1.2.276.0.7230010.3.1.4.8323329.11241.1517875231.913108
3014,1.2.276.0.7230010.3.1.4.8323329.464.1517875163.75117
3015,1.2.276.0.7230010.3.1.4.8323329.1439.1517875167.780288
3016,1.2.276.0.7230010.3.1.4.8323329.10009.1517875220.958288
3017,1.2.276.0.7230010.3.1.4.8323329.5554.1517875188.781011
3018,1.2.276.0.7230010.3.1.4.8323329.3277.1517875177.55085
3019,1.2.276.0.7230010.3.1.4.8323329.2145.1517875171.363123
3020,1.2.276.0.7230010.3.1.4.8323329.14378.1517875251.818278
3021,1.2.276.0.7230010.3.1.4.8323329.10579.1517875224.397841
3022,1.2.276.0.7230010.3.1.4.8323329.3433.1517875177.828583
3023,1.2.276.0.7230010.3.1.4.8323329.12017.1517875236.916922
3024,1.2.276.0.7230010.3.1.4.8323329.2883.1517875175.209994
3025,1.2.276.0.7230010.3.1.4.8323329.32379.1517875160.296469
3026,1.2.276.0.7230010.3.1.4.8323329.4811.1517875184.915669
3027,1.2.276.0.7230010.3.1.4.8323329.32492.1517875160.842020
3028,1.2.276.0.7230010.3.1.4.8323329.342.1517875162.476923
3029,1.2.276.0.7230010.3.1.4.8323329.2404.1517875172.560514
3030,1.2.276.0.7230010.3.1.4.8323329.4949.1517875185.638865
3031,1.2.276.0.7230010.3.1.4.8323329.11428.1517875232.885841
3032,1.2.276.0.7230010.3.1.4.8323329.2682.1517875174.24249
3033,1.2.276.0.7230010.3.1.4.8323329.3141.1517875176.294054
3034,1.2.276.0.7230010.3.1.4.8323329.14168.1517875249.982029
3035,1.2.276.0.7230010.3.1.4.8323329.3936.1517875180.216414
3036,1.2.276.0.7230010.3.1.4.8323329.2344.1517875172.289622
3037,1.2.276.0.7230010.3.1.4.8323329.14283.1517875250.569082
3038,1.2.276.0.7230010.3.1.4.8323329.4365.1517875182.491480
3039,1.2.276.0.7230010.3.1.4.8323329.3545.1517875178.335957
3040,1.2.276.0.7230010.3.1.4.8323329.13088.1517875243.537157
3041,1.2.276.0.7230010.3.1.4.8323329.3397.1517875177.659590
3042,1.2.276.0.7230010.3.1.4.8323329.11021.1517875229.939410
3043,1.2.276.0.7230010.3.1.4.8323329.13386.1517875245.78550
3044,1.2.276.0.7230010.3.1.4.8323329.4387.1517875182.609096
3045,1.2.276.0.7230010.3.1.4.8323329.1632.1517875168.659322
3046,1.2.276.0.7230010.3.1.4.8323329.12107.1517875237.415329
3047,1.2.276.0.7230010.3.1.4.8323329.13339.1517875244.703028
3048,1.2.276.0.7230010.3.1.4.8323329.14279.1517875250.548009
3049,1.2.276.0.7230010.3.1.4.8323329.12275.1517875238.341146
3050,1.2.276.0.7230010.3.1.4.8323329.10613.1517875224.562617
3051,1.2.276.0.7230010.3.1.4.8323329.2688.1517875174.59539
3052,1.2.276.0.7230010.3.1.4.8323329.1331.1517875167.268497
3053,1.2.276.0.7230010.3.1.4.8323329.1921.1517875170.256461
3054,1.2.276.0.7230010.3.1.4.8323329.32644.1517875161.601009
3055,1.2.276.0.7230010.3.1.4.8323329.11583.1517875233.727029
3056,1.2.276.0.7230010.3.1.4.8323329.10694.1517875225.115568
3057,1.2.276.0.7230010.3.1.4.8323329.4618.1517875183.767571
3058,1.2.276.0.7230010.3.1.4.8323329.3282.1517875177.79550
3059,1.2.276.0.7230010.3.1.4.8323329.31849.1517875157.132332
3060,1.2.276.0.7230010.3.1.4.8323329.13575.1517875246.674745
3061,1.2.276.0.7230010.3.1.4.8323329.4215.1517875181.761322
3062,1.2.276.0.7230010.3.1.4.8323329.5706.1517875189.700220
3063,1.2.276.0.7230010.3.1.4.8323329.13042.1517875243.269657
3064,1.2.276.0.7230010.3.1.4.8323329.10103.1517875222.105132
3065,1.2.276.0.7230010.3.1.4.8323329.5211.1517875186.984486
3066,1.2.276.0.7230010.3.1.4.8323329.3255.1517875176.904870
3067,1.2.276.0.7230010.3.1.4.8323329.12074.1517875237.240864
3068,1.2.276.0.7230010.3.1.4.8323329.31808.1517875156.955844
3069,1.2.276.0.7230010.3.1.4.8323329.32638.1517875161.577884
3070,1.2.276.0.7230010.3.1.4.8323329.10215.1517875222.665366
3071,1.2.276.0.7230010.3.1.4.8323329.10307.1517875223.84357
3072,1.2.276.0.7230010.3.1.4.8323329.14401.1517875251.918395
3073,1.2.276.0.7230010.3.1.4.8323329.13453.1517875245.392872
3074,1.2.276.0.7230010.3.1.4.8323329.32760.1517875162.216276
3075,1.2.276.0.7230010.3.1.4.8323329.12149.1517875237.720135
3076,1.2.276.0.7230010.3.1.4.8323329.2594.1517875173.644933
3077,1.2.276.0.7230010.3.1.4.8323329.13897.1517875248.552672
3078,1.2.276.0.7230010.3.1.4.8323329.13419.1517875245.240854
3079,1.2.276.0.7230010.3.1.4.8323329.12227.1517875238.72542
3080,1.2.276.0.7230010.3.1.4.8323329.12026.1517875236.966767
3081,1.2.276.0.7230010.3.1.4.8323329.32160.1517875158.769578
3082,1.2.276.0.7230010.3.1.4.8323329.14427.1517875252.70351
3083,1.2.276.0.7230010.3.1.4.8323329.14522.1517875252.511859
