,Folds
2070,1.2.276.0.7230010.3.1.4.8323329.12347.1517875238.697964
2071,1.2.276.0.7230010.3.1.4.8323329.11823.1517875235.280930
2072,1.2.276.0.7230010.3.1.4.8323329.3709.1517875179.104083
2073,1.2.276.0.7230010.3.1.4.8323329.5416.1517875187.999987
2074,1.2.276.0.7230010.3.1.4.8323329.5014.1517875185.965627
2075,1.2.276.0.7230010.3.1.4.8323329.1085.1517875166.265258
2076,1.2.276.0.7230010.3.1.4.8323329.1473.1517875167.969356
2077,1.2.276.0.7230010.3.1.4.8323329.1389.1517875167.508735
2078,1.2.276.0.7230010.3.1.4.8323329.3399.1517875177.666491
2079,1.2.276.0.7230010.3.1.4.8323329.12108.1517875237.422446
2080,1.2.276.0.7230010.3.1.4.8323329.421.1517875162.854869
2081,1.2.276.0.7230010.3.1.4.8323329.5770.1517875190.291032
2082,1.2.276.0.7230010.3.1.4.8323329.1793.1517875169.575210
2083,1.2.276.0.7230010.3.1.4.8323329.3439.1517875177.852416
2084,1.2.276.0.7230010.3.1.4.8323329.12668.1517875241.51378
2085,1.2.276.0.7230010.3.1.4.8323329.1556.1517875168.390347
2086,1.2.276.0.7230010.3.1.4.8323329.2518.1517875173.138740
2087,1.2.276.0.7230010.3.1.4.8323329.10119.1517875222.194182
2088,1.2.276.0.7230010.3.1.4.8323329.3284.1517875177.84885
2089,1.2.276.0.7230010.3.1.4.8323329.14407.1517875251.951422
2090,1.2.276.0.7230010.3.1.4.8323329.10246.1517875222.793319
2091,1.2.276.0.7230010.3.1.4.8323329.2597.1517875173.653909
2092,1.2.276.0.7230010.3.1.4.8323329.10178.1517875222.481615
2093,1.2.276.0.7230010.3.1.4.8323329.5403.1517875187.942519
2094,1.2.276.0.7230010.3.1.4.8323329.14018.1517875249.164341
2095,1.2.276.0.7230010.3.1.4.8323329.11746.1517875234.573361
2096,1.2.276.0.7230010.3.1.4.8323329.3164.1517875176.389727
2097,1.2.276.0.7230010.3.1.4.8323329.1285.1517875167.137313
2098,1.2.276.0.7230010.3.1.4.8323329.5077.1517875186.322184
2099,1.2.276.0.7230010.3.1.4.8323329.32702.1517875161.882363
2100,1.2.276.0.7230010.3.1.4.8323329.12253.1517875238.229227
2101,1.2.276.0.7230010.3.1.4.8323329.1915.1517875170.216637
2102,1.2.276.0.7230010.3.1.4.8323329.392.1517875162.735831
2103,1.2.276.0.7230010.3.1.4.8323329.13250.1517875244.350969
2104,1.2.276.0.7230010.3.1.4.8323329.13510.1517875245.849954
2105,1.2.276.0.7230010.3.1.4.8323329.2089.1517875171.120008
2106,1.2.276.0.7230010.3.1.4.8323329.13063.1517875243.368174
2107,1.2.276.0.7230010.3.1.4.8323329.10505.1517875224.8079
2108,1.2.276.0.7230010.3.1.4.8323329.11084.1517875230.938190
2109,1.2.276.0.7230010.3.1.4.8323329.2145.1517875171.363123
2110,1.2.276.0.7230010.3.1.4.8323329.4411.1517875182.703161
2111,1.2.276.0.7230010.3.1.4.8323329.3885.1517875179.979789
2112,1.2.276.0.7230010.3.1.4.8323329.11215.1517875231.757436
2113,1.2.276.0.7230010.3.1.4.8323329.10705.1517875225.192789
2114,1.2.276.0.7230010.3.1.4.8323329.13585.1517875246.737259
2115,1.2.276.0.7230010.3.1.4.8323329.11342.1517875232.472952
2116,1.2.276.0.7230010.3.1.4.8323329.10811.1517875225.737197
2117,1.2.276.0.7230010.3.1.4.8323329.13167.1517875243.968582
2118,1.2.276.0.7230010.3.1.4.8323329.1441.1517875167.793636
2119,1.2.276.0.7230010.3.1.4.8323329.1055.1517875166.90196
2120,1.2.276.0.7230010.3.1.4.8323329.2796.1517875174.791904
2121,1.2.276.0.7230010.3.1.4.8323329.3413.1517875177.732414
2122,1.2.276.0.7230010.3.1.4.8323329.499.1517875163.196230
2123,1.2.276.0.7230010.3.1.4.8323329.32752.1517875162.169303
2124,1.2.276.0.7230010.3.1.4.8323329.12619.1517875240.171039
2125,1.2.276.0.7230010.3.1.4.8323329.13624.1517875246.903266
2126,1.2.276.0.7230010.3.1.4.8323329.13053.1517875243.321376
2127,1.2.276.0.7230010.3.1.4.8323329.14494.1517875252.386255
2128,1.2.276.0.7230010.3.1.4.8323329.2814.1517875174.863254
2129,1.2.276.0.7230010.3.1.4.8323329.12477.1517875239.295989
2130,1.2.276.0.7230010.3.1.4.8323329.12498.1517875239.410319
2131,1.2.276.0.7230010.3.1.4.8323329.1940.1517875170.348285
2132,1.2.276.0.7230010.3.1.4.8323329.32687.1517875161.809750
2133,1.2.276.0.7230010.3.1.4.8323329.12471.1517875239.266523
2134,1.2.276.0.7230010.3.1.4.8323329.5673.1517875189.420841
2135,1.2.276.0.7230010.3.1.4.8323329.1641.1517875168.710796
2136,1.2.276.0.7230010.3.1.4.8323329.1799.1517875169.623028
2137,1.2.276.0.7230010.3.1.4.8323329.12671.1517875241.63757
2138,1.2.276.0.7230010.3.1.4.8323329.32265.1517875159.301778
2139,1.2.276.0.7230010.3.1.4.8323329.4594.1517875183.657216
2140,1.2.276.0.7230010.3.1.4.8323329.3482.1517875178.36159
2141,1.2.276.0.7230010.3.1.4.8323329.10599.1517875224.488727
2142,1.2.276.0.7230010.3.1.4.8323329.12008.1517875236.873687
2143,1.2.276.0.7230010.3.1.4.8323329.2104.1517875171.201284
2144,1.2.276.0.7230010.3.1.4.8323329.11793.1517875234.871123
2145,1.2.276.0.7230010.3.1.4.8323329.11562.1517875233.621578
2146,1.2.276.0.7230010.3.1.4.8323329.14366.1517875251.770073
2147,1.2.276.0.7230010.3.1.4.8323329.3322.1517875177.256786
2148,1.2.276.0.7230010.3.1.4.8323329.10967.1517875228.761681
2149,1.2.276.0.7230010.3.1.4.8323329.11088.1517875230.982724
2150,1.2.276.0.7230010.3.1.4.8323329.32426.1517875160.523139
2151,1.2.276.0.7230010.3.1.4.8323329.11745.1517875234.564464
2152,1.2.276.0.7230010.3.1.4.8323329.32515.1517875160.961341
2153,1.2.276.0.7230010.3.1.4.8323329.31738.1517875156.547988
2154,1.2.276.0.7230010.3.1.4.8323329.14273.1517875250.517000
2155,1.2.276.0.7230010.3.1.4.8323329.4399.1517875182.649519
2156,1.2.276.0.7230010.3.1.4.8323329.1017.1517875165.920291
2157,1.2.276.0.7230010.3.1.4.8323329.4415.1517875182.718911
2158,1.2.276.0.7230010.3.1.4.8323329.4732.1517875184.389554
2159,1.2.276.0.7230010.3.1.4.8323329.14092.1517875249.580082
2160,1.2.276.0.7230010.3.1.4.8323329.14168.1517875249.982029
2161,1.2.276.0.7230010.3.1.4.8323329.2926.1517875175.420479
2162,1.2.276.0.7230010.3.1.4.8323329.11258.1517875232.13739
2163,1.2.276.0.7230010.3.1.4.8323329.12036.1517875237.33418
2164,1.2.276.0.7230010.3.1.4.8323329.31818.1517875157.17190
2165,1.2.276.0.7230010.3.1.4.8323329.12707.1517875241.261697
2166,1.2.276.0.7230010.3.1.4.8323329.10088.1517875221.907774
2167,1.2.276.0.7230010.3.1.4.8323329.11822.1517875235.266167
2168,1.2.276.0.7230010.3.1.4.8323329.10025.1517875221.19235
2169,1.2.276.0.7230010.3.1.4.8323329.3944.1517875180.247989
2170,1.2.276.0.7230010.3.1.4.8323329.11916.1517875236.453209
2171,1.2.276.0.7230010.3.1.4.8323329.11255.1517875231.295
2172,1.2.276.0.7230010.3.1.4.8323329.10911.1517875227.881792
2173,1.2.276.0.7230010.3.1.4.8323329.11660.1517875234.179406
2174,1.2.276.0.7230010.3.1.4.8323329.4546.1517875183.395429
2175,1.2.276.0.7230010.3.1.4.8323329.32249.1517875159.232370
2176,1.2.276.0.7230010.3.1.4.8323329.31881.1517875157.298451
2177,1.2.276.0.7230010.3.1.4.8323329.14297.1517875250.632060
2178,1.2.276.0.7230010.3.1.4.8323329.5134.1517875186.579900
2179,1.2.276.0.7230010.3.1.4.8323329.12966.1517875242.774363
2180,1.2.276.0.7230010.3.1.4.8323329.32013.1517875158.9999
2181,1.2.276.0.7230010.3.1.4.8323329.12568.1517875239.788691
2182,1.2.276.0.7230010.3.1.4.8323329.1842.1517875169.879234
2183,1.2.276.0.7230010.3.1.4.8323329.2529.1517875173.221993
2184,1.2.276.0.7230010.3.1.4.8323329.32603.1517875161.429989
2185,1.2.276.0.7230010.3.1.4.8323329.32135.1517875158.629724
2186,1.2.276.0.7230010.3.1.4.8323329.4239.1517875181.860135
2187,1.2.276.0.7230010.3.1.4.8323329.14050.1517875249.339978
2188,1.2.276.0.7230010.3.1.4.8323329.13233.1517875244.249214
2189,1.2.276.0.7230010.3.1.4.8323329.10807.1517875225.709130
2190,1.2.276.0.7230010.3.1.4.8323329.11767.1517875234.698399
2191,1.2.276.0.7230010.3.1.4.8323329.11917.1517875236.463943
2192,1.2.276.0.7230010.3.1.4.8323329.1638.1517875168.689848
2193,1.2.276.0.7230010.3.1.4.8323329.11336.1517875232.435851
2194,1.2.276.0.7230010.3.1.4.8323329.10194.1517875222.571179
2195,1.2.276.0.7230010.3.1.4.8323329.2434.1517875172.712910
2196,1.2.276.0.7230010.3.1.4.8323329.13231.1517875244.244657
2197,1.2.276.0.7230010.3.1.4.8323329.32331.1517875160.71707
2198,1.2.276.0.7230010.3.1.4.8323329.5392.1517875187.895715
2199,1.2.276.0.7230010.3.1.4.8323329.31794.1517875156.880418
2200,1.2.276.0.7230010.3.1.4.8323329.13524.1517875246.474171
2201,1.2.276.0.7230010.3.1.4.8323329.2047.1517875170.862819
2202,1.2.276.0.7230010.3.1.4.8323329.514.1517875163.270253
2203,1.2.276.0.7230010.3.1.4.8323329.10778.1517875225.610254
2204,1.2.276.0.7230010.3.1.4.8323329.3352.1517875177.433385
2205,1.2.276.0.7230010.3.1.4.8323329.10651.1517875224.846171
2206,1.2.276.0.7230010.3.1.4.8323329.1079.1517875166.224401
2207,1.2.276.0.7230010.3.1.4.8323329.4448.1517875182.912279
2208,1.2.276.0.7230010.3.1.4.8323329.1935.1517875170.318296
2209,1.2.276.0.7230010.3.1.4.8323329.32348.1517875160.153066
2210,1.2.276.0.7230010.3.1.4.8323329.13261.1517875244.388638
2211,1.2.276.0.7230010.3.1.4.8323329.11697.1517875234.363660
2212,1.2.276.0.7230010.3.1.4.8323329.2203.1517875171.624700
2213,1.2.276.0.7230010.3.1.4.8323329.4490.1517875183.128697
2214,1.2.276.0.7230010.3.1.4.8323329.32270.1517875159.310960
2215,1.2.276.0.7230010.3.1.4.8323329.31935.1517875157.569249
2216,1.2.276.0.7230010.3.1.4.8323329.5133.1517875186.574972
2217,1.2.276.0.7230010.3.1.4.8323329.4510.1517875183.215005
2218,1.2.276.0.7230010.3.1.4.8323329.5756.1517875190.179081
2219,1.2.276.0.7230010.3.1.4.8323329.10413.1517875223.594611
2220,1.2.276.0.7230010.3.1.4.8323329.5453.1517875188.223867
2221,1.2.276.0.7230010.3.1.4.8323329.14384.1517875251.849836
2222,1.2.276.0.7230010.3.1.4.8323329.2533.1517875173.243191
2223,1.2.276.0.7230010.3.1.4.8323329.10012.1517875220.965942
2224,1.2.276.0.7230010.3.1.4.8323329.3765.1517875179.328110
2225,1.2.276.0.7230010.3.1.4.8323329.2333.1517875172.216483
2226,1.2.276.0.7230010.3.1.4.8323329.10063.1517875221.813178
2227,1.2.276.0.7230010.3.1.4.8323329.14460.1517875252.208684
2228,1.2.276.0.7230010.3.1.4.8323329.32149.1517875158.686762
2229,1.2.276.0.7230010.3.1.4.8323329.13977.1517875248.938556
2230,1.2.276.0.7230010.3.1.4.8323329.1125.1517875166.402381
2231,1.2.276.0.7230010.3.1.4.8323329.13765.1517875247.817849
2232,1.2.276.0.7230010.3.1.4.8323329.2995.1517875175.606037
2233,1.2.276.0.7230010.3.1.4.8323329.13716.1517875247.361386
2234,1.2.276.0.7230010.3.1.4.8323329.12326.1517875238.596953
2235,1.2.276.0.7230010.3.1.4.8323329.12462.1517875239.222618
2236,1.2.276.0.7230010.3.1.4.8323329.2330.1517875172.213783
2237,1.2.276.0.7230010.3.1.4.8323329.4554.1517875183.421566
2238,1.2.276.0.7230010.3.1.4.8323329.4947.1517875185.628602
2239,1.2.276.0.7230010.3.1.4.8323329.5775.1517875190.475246
2240,1.2.276.0.7230010.3.1.4.8323329.13713.1517875247.332884
2241,1.2.276.0.7230010.3.1.4.8323329.3408.1517875177.705660
2242,1.2.276.0.7230010.3.1.4.8323329.13730.1517875247.610996
2243,1.2.276.0.7230010.3.1.4.8323329.5531.1517875188.684573
2244,1.2.276.0.7230010.3.1.4.8323329.5291.1517875187.414682
2245,1.2.276.0.7230010.3.1.4.8323329.5338.1517875187.681037
2246,1.2.276.0.7230010.3.1.4.8323329.10699.1517875225.148311
2247,1.2.276.0.7230010.3.1.4.8323329.5183.1517875186.860912
2248,1.2.276.0.7230010.3.1.4.8323329.1236.1517875166.906065
2249,1.2.276.0.7230010.3.1.4.8323329.12903.1517875242.464012
2250,1.2.276.0.7230010.3.1.4.8323329.449.1517875162.992874
2251,1.2.276.0.7230010.3.1.4.8323329.10260.1517875222.880220
2252,1.2.276.0.7230010.3.1.4.8323329.11263.1517875232.18113
2253,1.2.276.0.7230010.3.1.4.8323329.3348.1517875177.424659
2254,1.2.276.0.7230010.3.1.4.8323329.10112.1517875222.161205
2255,1.2.276.0.7230010.3.1.4.8323329.12417.1517875239.35639
2256,1.2.276.0.7230010.3.1.4.8323329.13858.1517875248.343535
2257,1.2.276.0.7230010.3.1.4.8323329.14187.1517875250.167944
2258,1.2.276.0.7230010.3.1.4.8323329.2883.1517875175.209994
2259,1.2.276.0.7230010.3.1.4.8323329.5426.1517875188.53696
2260,1.2.276.0.7230010.3.1.4.8323329.3201.1517875176.562886
2261,1.2.276.0.7230010.3.1.4.8323329.13825.1517875248.129991
2262,1.2.276.0.7230010.3.1.4.8323329.5332.1517875187.653175
2263,1.2.276.0.7230010.3.1.4.8323329.31850.1517875157.136624
2264,1.2.276.0.7230010.3.1.4.8323329.4859.1517875185.149974
2265,1.2.276.0.7230010.3.1.4.8323329.12325.1517875238.587401
2266,1.2.276.0.7230010.3.1.4.8323329.4038.1517875180.807835
2267,1.2.276.0.7230010.3.1.4.8323329.13332.1517875244.702422
2268,1.2.276.0.7230010.3.1.4.8323329.13940.1517875248.769531
2269,1.2.276.0.7230010.3.1.4.8323329.13676.1517875247.165344
2270,1.2.276.0.7230010.3.1.4.8323329.2652.1517875173.890612
2271,1.2.276.0.7230010.3.1.4.8323329.4695.1517875184.159154
2272,1.2.276.0.7230010.3.1.4.8323329.10855.1517875225.968199
2273,1.2.276.0.7230010.3.1.4.8323329.10898.1517875226.208632
2274,1.2.276.0.7230010.3.1.4.8323329.4140.1517875181.313262
2275,1.2.276.0.7230010.3.1.4.8323329.515.1517875163.271050
2276,1.2.276.0.7230010.3.1.4.8323329.12888.1517875242.376758
2277,1.2.276.0.7230010.3.1.4.8323329.5514.1517875188.597906
2278,1.2.276.0.7230010.3.1.4.8323329.5551.1517875188.767459
2279,1.2.276.0.7230010.3.1.4.8323329.523.1517875163.307359
2280,1.2.276.0.7230010.3.1.4.8323329.2673.1517875173.991507
2281,1.2.276.0.7230010.3.1.4.8323329.11881.1517875236.176031
2282,1.2.276.0.7230010.3.1.4.8323329.1858.1517875169.946702
2283,1.2.276.0.7230010.3.1.4.8323329.12724.1517875241.370386
2284,1.2.276.0.7230010.3.1.4.8323329.1918.1517875170.236705
2285,1.2.276.0.7230010.3.1.4.8323329.1463.1517875167.925674
2286,1.2.276.0.7230010.3.1.4.8323329.2847.1517875175.58827
2287,1.2.276.0.7230010.3.1.4.8323329.31789.1517875156.849926
2288,1.2.276.0.7230010.3.1.4.8323329.14214.1517875250.261204
2289,1.2.276.0.7230010.3.1.4.8323329.2486.1517875173.7513
2290,1.2.276.0.7230010.3.1.4.8323329.32258.1517875159.265795
2291,1.2.276.0.7230010.3.1.4.8323329.4835.1517875185.49660
2292,1.2.276.0.7230010.3.1.4.8323329.13956.1517875248.840592
2293,1.2.276.0.7230010.3.1.4.8323329.10203.1517875222.620532
2294,1.2.276.0.7230010.3.1.4.8323329.12309.1517875238.486859
2295,1.2.276.0.7230010.3.1.4.8323329.13501.1517875245.598547
2296,1.2.276.0.7230010.3.1.4.8323329.13054.1517875243.311132
2297,1.2.276.0.7230010.3.1.4.8323329.12100.1517875237.378707
2298,1.2.276.0.7230010.3.1.4.8323329.2340.1517875172.266257
2299,1.2.276.0.7230010.3.1.4.8323329.1020.1517875165.935324
2300,1.2.276.0.7230010.3.1.4.8323329.13248.1517875244.346161
2301,1.2.276.0.7230010.3.1.4.8323329.31803.1517875156.935875
2302,1.2.276.0.7230010.3.1.4.8323329.13833.1517875248.176265
2303,1.2.276.0.7230010.3.1.4.8323329.11775.1517875234.740023
2304,1.2.276.0.7230010.3.1.4.8323329.14228.1517875250.330549
2305,1.2.276.0.7230010.3.1.4.8323329.3189.1517875176.501329
2306,1.2.276.0.7230010.3.1.4.8323329.5721.1517875189.749714
2307,1.2.276.0.7230010.3.1.4.8323329.12935.1517875242.605026
2308,1.2.276.0.7230010.3.1.4.8323329.32430.1517875160.547656
2309,1.2.276.0.7230010.3.1.4.8323329.3692.1517875179.9314
2310,1.2.276.0.7230010.3.1.4.8323329.11159.1517875231.454224
2311,1.2.276.0.7230010.3.1.4.8323329.3496.1517875178.91885
2312,1.2.276.0.7230010.3.1.4.8323329.14238.1517875250.377329
2313,1.2.276.0.7230010.3.1.4.8323329.4154.1517875181.391306
2314,1.2.276.0.7230010.3.1.4.8323329.12349.1517875238.714567
2315,1.2.276.0.7230010.3.1.4.8323329.5477.1517875188.382073
2316,1.2.276.0.7230010.3.1.4.8323329.13656.1517875247.79269
2317,1.2.276.0.7230010.3.1.4.8323329.2000.1517875170.639029
2318,1.2.276.0.7230010.3.1.4.8323329.12632.1517875240.731265
2319,1.2.276.0.7230010.3.1.4.8323329.13241.1517875244.301042
2320,1.2.276.0.7230010.3.1.4.8323329.4358.1517875182.442980
2321,1.2.276.0.7230010.3.1.4.8323329.13549.1517875246.580868
2322,1.2.276.0.7230010.3.1.4.8323329.32601.1517875161.427223
2323,1.2.276.0.7230010.3.1.4.8323329.10994.1517875229.252752
2324,1.2.276.0.7230010.3.1.4.8323329.4522.1517875183.294486
2325,1.2.276.0.7230010.3.1.4.8323329.32295.1517875159.741041
2326,1.2.276.0.7230010.3.1.4.8323329.2743.1517875174.392411
2327,1.2.276.0.7230010.3.1.4.8323329.5266.1517875187.267060
2328,1.2.276.0.7230010.3.1.4.8323329.5005.1517875185.926513
2329,1.2.276.0.7230010.3.1.4.8323329.12365.1517875238.808581
2330,1.2.276.0.7230010.3.1.4.8323329.32368.1517875160.253094
2331,1.2.276.0.7230010.3.1.4.8323329.11306.1517875232.253578
2332,1.2.276.0.7230010.3.1.4.8323329.11194.1517875231.657328
2333,1.2.276.0.7230010.3.1.4.8323329.1750.1517875169.234587
2334,1.2.276.0.7230010.3.1.4.8323329.573.1517875163.501062
2335,1.2.276.0.7230010.3.1.4.8323329.2546.1517875173.309904
2336,1.2.276.0.7230010.3.1.4.8323329.31771.1517875156.773421
2337,1.2.276.0.7230010.3.1.4.8323329.11747.1517875234.580518
2338,1.2.276.0.7230010.3.1.4.8323329.11518.1517875233.314479
2339,1.2.276.0.7230010.3.1.4.8323329.13924.1517875248.650217
2340,1.2.276.0.7230010.3.1.4.8323329.11502.1517875233.236320
2341,1.2.276.0.7230010.3.1.4.8323329.1397.1517875167.553451
2342,1.2.276.0.7230010.3.1.4.8323329.32521.1517875160.982915
2343,1.2.276.0.7230010.3.1.4.8323329.13153.1517875243.906565
2344,1.2.276.0.7230010.3.1.4.8323329.32182.1517875158.912315
2345,1.2.276.0.7230010.3.1.4.8323329.2174.1517875171.489135
2346,1.2.276.0.7230010.3.1.4.8323329.4919.1517875185.473644
2347,1.2.276.0.7230010.3.1.4.8323329.4054.1517875180.882186
2348,1.2.276.0.7230010.3.1.4.8323329.1989.1517875170.584800
2349,1.2.276.0.7230010.3.1.4.8323329.4593.1517875183.642239
2350,1.2.276.0.7230010.3.1.4.8323329.2765.1517875174.594000
2351,1.2.276.0.7230010.3.1.4.8323329.14153.1517875249.883940
2352,1.2.276.0.7230010.3.1.4.8323329.5241.1517875187.140557
2353,1.2.276.0.7230010.3.1.4.8323329.1728.1517875169.130349
2354,1.2.276.0.7230010.3.1.4.8323329.14017.1517875249.151484
2355,1.2.276.0.7230010.3.1.4.8323329.12968.1517875242.785063
2356,1.2.276.0.7230010.3.1.4.8323329.11924.1517875236.477550
2357,1.2.276.0.7230010.3.1.4.8323329.3686.1517875178.975134
2358,1.2.276.0.7230010.3.1.4.8323329.12159.1517875237.766302
2359,1.2.276.0.7230010.3.1.4.8323329.10718.1517875225.262900
2360,1.2.276.0.7230010.3.1.4.8323329.3799.1517875179.527536
2361,1.2.276.0.7230010.3.1.4.8323329.4002.1517875180.585064
2362,1.2.276.0.7230010.3.1.4.8323329.3520.1517875178.206735
2363,1.2.276.0.7230010.3.1.4.8323329.2462.1517875172.871076
2364,1.2.276.0.7230010.3.1.4.8323329.3264.1517875176.954708
2365,1.2.276.0.7230010.3.1.4.8323329.1865.1517875169.969507
2366,1.2.276.0.7230010.3.1.4.8323329.2242.1517875171.788718
2367,1.2.276.0.7230010.3.1.4.8323329.397.1517875162.763470
2368,1.2.276.0.7230010.3.1.4.8323329.10969.1517875228.811451
2369,1.2.276.0.7230010.3.1.4.8323329.2667.1517875173.957745
2370,1.2.276.0.7230010.3.1.4.8323329.31691.1517875156.352314
2371,1.2.276.0.7230010.3.1.4.8323329.3337.1517875177.319558
2372,1.2.276.0.7230010.3.1.4.8323329.11566.1517875233.640521
2373,1.2.276.0.7230010.3.1.4.8323329.10437.1517875223.719014
2374,1.2.276.0.7230010.3.1.4.8323329.10084.1517875221.884191
2375,1.2.276.0.7230010.3.1.4.8323329.14349.1517875251.455620
2376,1.2.276.0.7230010.3.1.4.8323329.5549.1517875188.756192
2377,1.2.276.0.7230010.3.1.4.8323329.10399.1517875223.532953
2378,1.2.276.0.7230010.3.1.4.8323329.2026.1517875170.765551
2379,1.2.276.0.7230010.3.1.4.8323329.3946.1517875180.275055
2380,1.2.276.0.7230010.3.1.4.8323329.10722.1517875225.293697
2381,1.2.276.0.7230010.3.1.4.8323329.1769.1517875169.341759
2382,1.2.276.0.7230010.3.1.4.8323329.12628.1517875240.200238
2383,1.2.276.0.7230010.3.1.4.8323329.10318.1517875223.123532
2384,1.2.276.0.7230010.3.1.4.8323329.12627.1517875240.206718
2385,1.2.276.0.7230010.3.1.4.8323329.1584.1517875168.503163
2386,1.2.276.0.7230010.3.1.4.8323329.11193.1517875231.647323
2387,1.2.276.0.7230010.3.1.4.8323329.2101.1517875171.171711
2388,1.2.276.0.7230010.3.1.4.8323329.10868.1517875226.40003
2389,1.2.276.0.7230010.3.1.4.8323329.5329.1517875187.650847
2390,1.2.276.0.7230010.3.1.4.8323329.13567.1517875246.655379
2391,1.2.276.0.7230010.3.1.4.8323329.32181.1517875158.910578
2392,1.2.276.0.7230010.3.1.4.8323329.10282.1517875222.969695
2393,1.2.276.0.7230010.3.1.4.8323329.12896.1517875242.420356
2394,1.2.276.0.7230010.3.1.4.8323329.2062.1517875170.970641
2395,1.2.276.0.7230010.3.1.4.8323329.31886.1517875157.319960
2396,1.2.276.0.7230010.3.1.4.8323329.12408.1517875239.6404
2397,1.2.276.0.7230010.3.1.4.8323329.3528.1517875178.246272
2398,1.2.276.0.7230010.3.1.4.8323329.2727.1517875174.288854
2399,1.2.276.0.7230010.3.1.4.8323329.5397.1517875187.921246
2400,1.2.276.0.7230010.3.1.4.8323329.3848.1517875179.767314
2401,1.2.276.0.7230010.3.1.4.8323329.11171.1517875231.515225
2402,1.2.276.0.7230010.3.1.4.8323329.4254.1517875181.919088
2403,1.2.276.0.7230010.3.1.4.8323329.4635.1517875183.887743
2404,1.2.276.0.7230010.3.1.4.8323329.4343.1517875182.374454
2405,1.2.276.0.7230010.3.1.4.8323329.2749.1517875174.450094
2406,1.2.276.0.7230010.3.1.4.8323329.1754.1517875169.260175
2407,1.2.276.0.7230010.3.1.4.8323329.5646.1517875189.284218
2408,1.2.276.0.7230010.3.1.4.8323329.4364.1517875182.497665
2409,1.2.276.0.7230010.3.1.4.8323329.4742.1517875184.534312
2410,1.2.276.0.7230010.3.1.4.8323329.4690.1517875184.131020
2411,1.2.276.0.7230010.3.1.4.8323329.3714.1517875179.128897
2412,1.2.276.0.7230010.3.1.4.8323329.13760.1517875247.767202
2413,1.2.276.0.7230010.3.1.4.8323329.1468.1517875167.947063
2414,1.2.276.0.7230010.3.1.4.8323329.1723.1517875169.107832
2415,1.2.276.0.7230010.3.1.4.8323329.5539.1517875188.708990
2416,1.2.276.0.7230010.3.1.4.8323329.3650.1517875178.829405
2417,1.2.276.0.7230010.3.1.4.8323329.14550.1517875252.649646
2418,1.2.276.0.7230010.3.1.4.8323329.12358.1517875238.772559
2419,1.2.276.0.7230010.3.1.4.8323329.11057.1517875230.507578
2420,1.2.276.0.7230010.3.1.4.8323329.10019.1517875220.2752
2421,1.2.276.0.7230010.3.1.4.8323329.10802.1517875225.674663
2422,1.2.276.0.7230010.3.1.4.8323329.1408.1517875167.603076
2423,1.2.276.0.7230010.3.1.4.8323329.10274.1517875222.943697
2424,1.2.276.0.7230010.3.1.4.8323329.12573.1517875239.837855
2425,1.2.276.0.7230010.3.1.4.8323329.32580.1517875161.296231
2426,1.2.276.0.7230010.3.1.4.8323329.31798.1517875156.915474
2427,1.2.276.0.7230010.3.1.4.8323329.4963.1517875185.740966
2428,1.2.276.0.7230010.3.1.4.8323329.2884.1517875175.215091
2429,1.2.276.0.7230010.3.1.4.8323329.11371.1517875232.642373
2430,1.2.276.0.7230010.3.1.4.8323329.1059.1517875166.100046
2431,1.2.276.0.7230010.3.1.4.8323329.4366.1517875182.502232
2432,1.2.276.0.7230010.3.1.4.8323329.32303.1517875159.768282
2433,1.2.276.0.7230010.3.1.4.8323329.31678.1517875156.282894
2434,1.2.276.0.7230010.3.1.4.8323329.2787.1517875174.741754
2435,1.2.276.0.7230010.3.1.4.8323329.3829.1517875179.688973
2436,1.2.276.0.7230010.3.1.4.8323329.2110.1517875171.214979
2437,1.2.276.0.7230010.3.1.4.8323329.2278.1517875171.915442
2438,1.2.276.0.7230010.3.1.4.8323329.11990.1517875236.793020
2439,1.2.276.0.7230010.3.1.4.8323329.12563.1517875239.740578
2440,1.2.276.0.7230010.3.1.4.8323329.13691.1517875247.257916
2441,1.2.276.0.7230010.3.1.4.8323329.11519.1517875233.327687
2442,1.2.276.0.7230010.3.1.4.8323329.12009.1517875236.881190
2443,1.2.276.0.7230010.3.1.4.8323329.13060.1517875243.347216
2444,1.2.276.0.7230010.3.1.4.8323329.11319.1517875232.300703
2445,1.2.276.0.7230010.3.1.4.8323329.333.1517875162.422915
2446,1.2.276.0.7230010.3.1.4.8323329.3889.1517875179.989682
2447,1.2.276.0.7230010.3.1.4.8323329.5194.1517875186.905799
2448,1.2.276.0.7230010.3.1.4.8323329.11552.1517875233.573555
2449,1.2.276.0.7230010.3.1.4.8323329.31700.1517875156.389617
2450,1.2.276.0.7230010.3.1.4.8323329.32497.1517875160.866668
2451,1.2.276.0.7230010.3.1.4.8323329.1260.1517875167.4831
2452,1.2.276.0.7230010.3.1.4.8323329.1553.1517875168.374910
2453,1.2.276.0.7230010.3.1.4.8323329.4324.1517875182.293003
2454,1.2.276.0.7230010.3.1.4.8323329.31793.1517875156.885482
2455,1.2.276.0.7230010.3.1.4.8323329.13813.1517875248.78447
2456,1.2.276.0.7230010.3.1.4.8323329.12697.1517875241.227751
2457,1.2.276.0.7230010.3.1.4.8323329.13898.1517875248.558359
2458,1.2.276.0.7230010.3.1.4.8323329.2269.1517875171.875582
